production,img,hit,subject_np,vp,subject_np_head,vp_head
A man is cutting cilantro with a knife.,7777767632.jpg,2,A man,is cutting cilantro with a knife.,man,cutting
Someone is chopping herbs.,7777767632.jpg,2,Someone,is chopping herbs.,Someone,chopping
A man is slicing up green vegetables on a cutting board.,7777767632.jpg,2,A man,is slicing up green vegetables on a cutting board.,man,slicing
A person chops some herbs.,7777767632.jpg,2,A person, chops some herbs.,person,chops
A person is chopping up veggies on a chopping board.,7777767632.jpg,2,A person,is chopping up veggies on a chopping board.,person,chopping
A man cuts a leafy vegetable on a cutting board.,7777767632.jpg,2,A man, cuts a leafy vegetable on a cutting board.,man,cuts
Someone is chopping a vegetable.,7777767632.jpg,2,Someone,is chopping a vegetable.,Someone,chopping
The person is chopping cilantro.,7777767632.jpg,2,The person,is chopping cilantro.,person,chopping
A man is chopping cilantro.,7777767632.jpg,2,A man,is chopping cilantro.,man,chopping
A person is cutting herbs on a cutting board on the counter.,7777767632.jpg,2,A person,is cutting herbs on a cutting board on the counter.,person,cutting
A person prepares dinner by cutting up spices.,7777767632.jpg,2,A person, prepares dinner by cutting up spices.,person,prepares
A person is chopping up cilantro,7777767632.jpg,2,A person,is chopping up cilantro,person,chopping
a person chopping up cilantro,7777767632.jpg,2,a person, chopping up cilantro,person,chopping
man preps his dinner,7777767632.jpg,2,man, preps his dinner,man,preps
A person is cutting vegetables,7777767632.jpg,2,A person,is cutting vegetables,person,cutting
A person chops herbs.,7777767632.jpg,2,A person, chops herbs.,person,chops
A man jumps off of a rocky ledge into the water.,7579008108.jpg,2,A man, jumps off of a rocky ledge into the water.,man,jumps
Young man is jumping from a short cliff into the sea.,7579008108.jpg,2,Young man,is jumping from a short cliff into the sea.,man,jumping
A young man jumps off a short cliff into the water,7579008108.jpg,2,A young man, jumps off a short cliff into the water,man,jumps
A Man is cliff diving,7579008108.jpg,2,A Man,is cliff diving,Man,cliff diving
A man is jumping into a body of water.,7579008108.jpg,2,A man,is jumping into a body of water.,man,jumping
A man is jumping off of a cliff into the ocean.,7579008108.jpg,2,A man,is jumping off of a cliff into the ocean.,man,jumping
A boy jumped off the rock.,7579008108.jpg,2,A boy, jumped off the rock.,boy,jumped
A man jumps off a cliff into the ocean.,7579008108.jpg,2,A man, jumps off a cliff into the ocean.,man,jumps
A man jumps off a cliff into water.,7579008108.jpg,2,A man, jumps off a cliff into water.,man,jumps
A teenage boy is doing a running jump off a large rock into the water.,7579008108.jpg,2,A teenage boy,is doing a running jump off a large rock into the water.,boy,doing
A man jumping off a giant rock into the ocean.,7579008108.jpg,2,A man, jumping off a giant rock into the ocean.,man,jumping
A man jumps off a rock.,7579008108.jpg,2,A man, jumps off a rock.,man,jumps
A young man is jumping off a cliff into the ocean,7579008108.jpg,2,A young man,is jumping off a cliff into the ocean,man,jumping
A boy jumping off a cliff into the ocean.,7579008108.jpg,2,A boy, jumping off a cliff into the ocean.,boy,jumping
A man leaping off of a large rock into the sea.,7579008108.jpg,2,A man, ,man,
a guy leaps from a rock into the ocean,7579008108.jpg,2,a guy, leaps from a rock into the ocean,guy,leaps
A man is jumping into the water.,7579008108.jpg,2,A man,is jumping into the water.,man,jumping
A man is jumping into the water.,7579008108.jpg,2,A man,is jumping into the water.,man,jumping
a man jumping off a small cliff into the water,7579008108.jpg,2,a man, jumping off a small cliff into the water,man,jumping
"A brown haired young man hangs in mid air, about to land in a body of water after jumping from a rock.",7579008108.jpg,2,A brown haired young man," hangs in mid air, about to land in a body of water after jumping from a rock.",man,hangs
A man jumps off a cliff into the water.,7579008108.jpg,2,A man, jumps off a cliff into the water.,man,jumps
A man jumps off a rock onto the cold water.,7579008108.jpg,2,A man, jumps off a rock onto the cold water.,man,jumps
A man jumps into the water.,7579008108.jpg,2,A man, jumps into the water.,man,jumps
A man is jumping into the water from a cliff.,7579008108.jpg,2,A man,is jumping into the water from a cliff.,man,jumping
A man is jumping off the cliff into the ocean.,7579008108.jpg,2,A man,is jumping off the cliff into the ocean.,man,jumping
A man is jumping of a rock into the ocean.,7579008108.jpg,2,A man,is jumping of a rock into the ocean.,man,jumping
The man jumps in to the water.,7579008108.jpg,2,The man, jumps in to the water.,man,jumps
Boy is posing for a photo in front of some watermelons.,4761917952.jpg,2,Boy,is posing for a photo in front of some watermelons.,Boy,posing
A child is in a bin of watermelons.,4761917952.jpg,2,A child,is  in a bin of watermelons.,child,is
A young boy stands in a container of watermelons,4761917952.jpg,2,A young boy, stands in a container of watermelons,boy,stands
A boy stands amongst watermelons.,4761917952.jpg,2,A boy, stands amongst watermelons.,boy,stands
A boy is standing in a crate of watermelons.,4761917952.jpg,2,A boy,is standing in a crate of watermelons.,boy,standing
A kid is standing in a pile of melons.,4761917952.jpg,2,A kid,is standing in a pile of melons.,kid,standing
A boy stands on top of a cart full of watermelon in his backyard while farmers look on.,4761917952.jpg,2,A boy, stands on top of a cart full of watermelon in his backyard while farmers look on.,boy,stands
A young boy is playing in a wagon full of watermelons.,4761917952.jpg,2,A young boy,is playing in a wagon full of watermelons.,boy,playing
child is picking watermelons,4761917952.jpg,2,child,is picking watermelons,child,picking
A family smiles for the camera behind a little boy standing in the middle of a truck bed full of watermelons.,4761917952.jpg,2,A family, smiles for the camera behind a little boy standing in the middle of a truck bed full of watermelons.,family,smiles
A kid sits inside a wagon full of watermelons.,4761917952.jpg,2,A kid, sits inside a wagon full of watermelons.,kid,sits
a child posing with a large amount of watermelons,4761917952.jpg,2,a child, posing with a large amount of watermelons,child,posing
A little boy is standing in the middle of some watermelons.,4761917952.jpg,2,A little boy,is standing in the middle of some watermelons.,boy,standing
A child is in a watermelon bin.,4761917952.jpg,2,A child, is in a watermelon bin.,child,is
The child is standing in a big cart of watermelons.,4761917952.jpg,2,The child,is standing in a big cart of watermelons.,child,standing
A boy stands in a bunch of watermelons.,4761917952.jpg,2,A boy, stands in a bunch of watermelons.,boy,stands
A child is in a bunch of watermelons.,4761917952.jpg,2,A child, is in a bunch of watermelons.,child,is
A young boy is standing in a large bin of watermelons with some family members around the bin.,4761917952.jpg,2,A young boy,is standing in a large bin of watermelons with some family members around the bin.,boy,standing
A boy is standing in the middle of watermelons.,4761917952.jpg,2,A boy,is standing in the middle of watermelons.,boy,standing
a kid stands in some watermelons,4761917952.jpg,2,a kid, stands in some watermelons,kid,stands
A young boy is smiling while standing in a large box filled with watermelons.,4761917952.jpg,2,A young boy,is smiling while standing in a large box filled with watermelons.,boy,smiling
A boy stands in a trailer full of watermelons.,4761917952.jpg,2,A boy, stands in a trailer full of watermelons.,boy,stands
A young blonde boy sits in the middle of a crate of water melons.,4761917952.jpg,2,A young blonde boy, sits in the middle of a crate of water melons.,boy,sits
A little boy standing in a trailer full of watermelons.,4761917952.jpg,2,A little boy, standing in a trailer full of watermelons,boy,standing
A boy stand on watermelons.,4761917952.jpg,2,A boy, stand on watermelons,boy,stand
A little boy is standing in a pile of watermelons.,4761917952.jpg,2,A little boy,is standing in a pile of watermelons.,boy,standing
A small boy standing in the middle of a wagon loaded with watermelons on the family farm.,4761917952.jpg,2,A small boy, standing in the middle of a wagon loaded with watermelons on the family farm.,boy,standing
A man is reading a book.,1920465.jpg,2,A man,is reading a book.,man,reading
A man is sitting down reading a book.,1920465.jpg,2,A man,is sitting down reading a book.,man,sitting
A man reads a book.,1920465.jpg,2,A man, reads a book.,man,reads
"A young, brown haired man with glasses, sits reading in front of an upright piano with a painting above it.",1920465.jpg,2,"A young, brown haired man with glasses", sits reading in front of an upright piano with a painting above it.,man,sits
a man is reading,1920465.jpg,2,a man,is reading,man,reading
A man in glasses is reading a book in front of a piano.,1920465.jpg,2,A man,is reading a book in front of a piano.,man,reading
A man is reading a book,1920465.jpg,2,A man,is reading a book,man,reading
The man is reading a book.,1920465.jpg,2,The man,is reading a book.,man,reading
A man is reading a book.,1920465.jpg,2,A man,is reading a book.,man,reading
The boy is reading a book.,1920465.jpg,2,The boy,is reading a book.,boy,reading
A kid is reading his book next to a piano.,1920465.jpg,2,A kid,is reading his book next to a piano.,kid,reading
A man reads in front of a piano.,1920465.jpg,2,A man, reads in front of a piano.,man,reads
"a man with glasses is sitting down reading a book, a piano is behind him.",1920465.jpg,2,a man,"is  sitting down reading a book, a piano is behind him.",man,sitting
A man is reading the book,1920465.jpg,2,A man,is reading the book,man,reading
A man reads a book.,1920465.jpg,2,A man, reads a book.,man,reads
A man reads a book.,1920465.jpg,2,A man, reads a book.,man,reads
The man reading book,1920465.jpg,2,The man, reading,man,reading
A guy is reading a book.,1920465.jpg,2,A guy,is reading a book.,guy,reading
a man reading a book,1920465.jpg,2,a man, reading a book,man,reading
A man is reading a book in front of a piano.,1920465.jpg,2,A man,is reading a book in front of a piano.,man,reading
man reads book at home,1920465.jpg,2,man, reads book at home,man,reads
A man with glasses sitting in a chair reading a book in front of a piano.,1920465.jpg,2,A man with glasses sitting in a chair, reading a book in front of a piano.,man,reading
A man is reading a book in front of a piano.,1920465.jpg,2,A man,is reading a book in front of a piano.,man,reading
A man reads a book while sitting in front of a piano in his living room.,1920465.jpg,2,A man, reads a book while sitting in front of a piano in his living room.,man,reads
A young man is reading a book indoors while sitting next to a piano.,1920465.jpg,2,A young man,is reading a book indoors while sitting next to a piano.,man,reading
A man sitting in a chair reading a book.,1920465.jpg,2,A man, reading a book.,man,reading
A young man reads a book with a piano in the background.,1920465.jpg,2,A young man, reads a book with a piano in the background.,man,reads
A young man is sitting in front of piano reading a book.,1920465.jpg,2,A young man,is sitting in front of piano reading a book.,man,sitting
A man is reading a book indoors,1920465.jpg,2,A man,is reading a book indoors,man,reading
A boy bats the ball on a T.,4825534547.jpg,2,A boy, bats the ball on a T,boy,bats
A young boy swings and hits a baseball from a tee.,4825534547.jpg,2,A young boy, swings and hits a baseball from a tree,boy,swings
A boy is hitting a ball off the t-ball stand.,4825534547.jpg,2,A boy,is hitting a ball off the t-ball stand.,boy,hitting
